GENEID	DE_STATUS
FBGN0036568	FALSE
FBGN0000326	FALSE
FBGN0033320	FALSE
FBGN0011211	FALSE
FBGN0030703	FALSE
FBGN0030055	FALSE
FBGN0032613	FALSE
FBGN0040257	FALSE
FBGN0033872	FALSE
FBGN0266673	FALSE
FBGN0264776	FALSE
FBGN0035334	FALSE
FBGN0033712	FALSE
FBTI0020201	FALSE
FBGN0037671	FALSE
FBGN0032258	FALSE
FBGN0010612	FALSE
RR48401_TRANSPOSABLE_ELEMENT	FALSE
FBGN0035110	FALSE
FBGN0030452	FALSE
FBGN0031747	FALSE
FBGN0035577	FALSE
FBGN0050446	FALSE
FBGN0259977	FALSE
FBGN0052202	FALSE
FBGN0031773	FALSE
FBGN0261119	FALSE
FBGN0027609	FALSE
FBGN0259705	FALSE
FBGN0033017	FALSE
FBGN0039929	FALSE
FBGN0039429	FALSE
FBGN0264815	FALSE
FBGN0264822	FALSE
FBGN0037944	FALSE
FBGN0039054	FALSE
FBTI0019967	FALSE
FBGN0038388	FALSE
FBGN0010355	FALSE
FBTI0019469	FALSE
FBGN0037566	FALSE
FBGN0035719	FALSE
FBGN0051638	FALSE
FBGN0037657	FALSE
RR48356_TRANSPOSABLE_ELEMENT	FALSE
FBGN0267910	FALSE
FBGN0032819	FALSE
FBGN0032010	FALSE
FBGN0030556	FALSE
FBGN0034497	FALSE
FBTI0019504	FALSE
FBGN0011774	FALSE
FBGN0005632	FALSE
FBGN0044511	FALSE
FBGN0266720	FALSE
FBGN0283536	FALSE
FBGN0036975	FALSE
FBGN0262509	FALSE
FBGN0034214	FALSE
FBGN0263968	FALSE
FBGN0031873	FALSE
FBGN0032480	FALSE
FBGN0011705	FALSE
FBGN0013759	FALSE
FBGN0037696	FALSE
FBGN0028342	FALSE
FBGN0033247	FALSE
FBGN0037270	FALSE
FBGN0038438	FALSE
FBGN0037712	FALSE
FBGN0037465	FALSE
FBGN0260940	FALSE
FBGN0038679	FALSE
FBGN0265101	FALSE
FBGN0037339	FALSE
FBGN0045035	FALSE
FBGN0035588	FALSE
FBGN0022709	FALSE
FBGN0035359	FALSE
FBGN0036754	FALSE
FBGN0035581	FALSE
FBGN0000566	FALSE
FBGN0034795	FALSE
FBGN0026401	FALSE
FBGN0050020	FALSE
FBGN0039970	FALSE
FBGN0030997	FALSE
FBGN0003285	FALSE
FBGN0262740	FALSE
FBGN0040236	FALSE
FBGN0028746	FALSE
FBGN0263258	FALSE
FBGN0030120	FALSE
FBGN0031231	FALSE
FBGN0015271	FALSE
FBGN0031401	FALSE
FBGN0028863	FALSE
FBGN0032972	FALSE
FBGN0032157	FALSE
FBGN0037087	FALSE
FBGN0004867	FALSE
FBGN0264986	FALSE
FBGN0029719	FALSE
FBGN0262475	FALSE
FBGN0031817	FALSE
FBGN0035046	FALSE
FBGN0261239	FALSE
FBGN0039300	FALSE
FBGN0026252	FALSE
FBGN0031979	FALSE
FBGN0034184	FALSE
FBGN0263974	FALSE
FBGN0052179	FALSE
FBGN0037206	FALSE
FBGN0034639	FALSE
FBTI0018869	FALSE
FBGN0267041	FALSE
FBGN0030510	FALSE
FBGN0262952	FALSE
FBGN0032946	FALSE
FBGN0045073	FALSE
FBGN0053644	FALSE
FBGN0040056	FALSE
FBGN0002021	FALSE
FBGN0039915	FALSE
FBGN0036761	FALSE
FBGN0033340	FALSE
FBGN0015818	FALSE
FBGN0050476	FALSE
FBGN0032256	FALSE
FBGN0004859	FALSE
FBGN0037220	FALSE
FBGN0030407	FALSE
FBGN0035414	FALSE
FBGN0034030	FALSE
FBGN0263967	FALSE
FBGN0028515	FALSE
FBGN0013987	FALSE
FBGN0037838	FALSE
FBGN0000636	FALSE
FBGN0083970	FALSE
FBTI0060059	FALSE
FBGN0052533	FALSE
FBGN0024993	FALSE
FBGN0026181	FALSE
FBGN0265590	FALSE
FBGN0283426	FALSE
FBGN0003656	FALSE
FBGN0037544	FALSE
FBGN0036837	FALSE
FBGN0004379	FALSE
FBGN0035374	FALSE
FBGN0034742	FALSE
FBGN0023516	FALSE
FBGN0034989	FALSE
FBGN0033639	FALSE
FBGN0000229	FALSE
FBGN0004926	FALSE
FBGN0036239	FALSE
FBGN0033166	FALSE
FBGN0035692	FALSE
FBGN0037382	FALSE
FBGN0260003	FALSE
FBGN0036922	FALSE
FBGN0037051	FALSE
FBGN0050094	FALSE
FBGN0030460	FALSE
FBGN0027259	FALSE
FBGN0025697	FALSE
FBGN0039536	FALSE
FBGN0039234	FALSE
FBGN0000283	FALSE
FBGN0020497	FALSE
FBGN0033029	FALSE
FBGN0030581	FALSE
FBGN0030992	FALSE
FBGN0037810	FALSE
FBGN0033088	FALSE
FBGN0261934	FALSE
FBGN0030930	FALSE
FBGN0033798	FALSE
FBGN0032197	FALSE
FBGN0038980	FALSE
FBGN0032845	FALSE
FBGN0004049	FALSE
FBGN0003741	FALSE
FBGN0027841	FALSE
FBGN0265082	FALSE
FBGN0003567	FALSE
FBGN0039024	FALSE
FBGN0036105	FALSE
FBGN0037108	FALSE
FBGN0042180	FALSE
FBGN0033859	FALSE
FBGN0024991	FALSE
FBGN0051774	FALSE
FBGN0031879	FALSE
FBGN0039908	FALSE
FBTI0020059	FALSE
FBTI0061288	FALSE
FBGN0034657	FALSE
FBGN0050493	FALSE
FBGN0263038	FALSE
FBGN0036668	FALSE
FBGN0034397	FALSE
FBGN0038302	FALSE
FBGN0032250	FALSE
FBGN0050090	FALSE
FBGN0037376	FALSE
FBGN0004698	FALSE
FBGN0285991	FALSE
FBGN0036036	FALSE
FBGN0034452	FALSE
FBGN0283535	FALSE
FBGN0260932	FALSE
FBGN0053127	FALSE
FBGN0035623	FALSE
FBGN0033225	FALSE
FBGN0041712	FALSE
FBGN0030327	FALSE
FBGN0026441	FALSE
FBGN0035641	FALSE
FBGN0261562	FALSE
FBGN0035473	FALSE
FBGN0264492	FALSE
FBTI0059733	FALSE
FBGN0033449	FALSE
FBGN0030348	FALSE
FBGN0028926	FALSE
FBGN0086691	FALSE
FBGN0038312	FALSE
FBGN0040010	FALSE
FBTI0019122	FALSE
FBGN0039132	FALSE
FBGN0264439	FALSE
FBGN0022936	FALSE
FBGN0010607	FALSE
FBGN0037802	FALSE
FBGN0031020	FALSE
FBGN0010409	FALSE
FBGN0261873	FALSE
FBGN0025639	FALSE
FBGN0003751	FALSE
FBGN0259150	FALSE
FBGN0029687	FALSE
FBGN0015772	FALSE
FBGN0039415	FALSE
FBGN0033645	FALSE
FBGN0023508	FALSE
FBGN0031887	FALSE
FBGN0034936	FALSE
FBGN0002174	FALSE
FBGN0034722	FALSE
FBGN0085489	FALSE
FBGN0260799	FALSE
FBGN0030610	FALSE
FBGN0039602	FALSE
FBGN0004169	FALSE
FBGN0032949	FALSE
FBGN0284246	FALSE
FBGN0034576	FALSE
FBGN0039622	FALSE
FBGN0036809	FALSE
FBGN0034050	FALSE
FBGN0027603	FALSE
FBTI0060557	FALSE
FBGN0029157	FALSE
FBGN0052040	FALSE
FBGN0042133	FALSE
FBGN0036008	FALSE
FBGN0085384	FALSE
FBGN0037750	FALSE
FBGN0020407	FALSE
FBGN0038855	FALSE
FBGN0039765	FALSE
FBTI0060955	FALSE
FBGN0035896	FALSE
FBGN0033569	FALSE
FBGN0010434	FALSE
FBGN0040778	FALSE
FBGN0030655	FALSE
FBGN0032620	FALSE
FBGN0032150	FALSE
FBGN0026876	FALSE
FBGN0037882	FALSE
FBGN0013799	FALSE
FBGN0027524	FALSE
FBGN0036515	FALSE
FBGN0032746	FALSE
FBGN0037794	FALSE
FBGN0029997	FALSE
FBGN0259184	FALSE
FBGN0031608	FALSE
FBGN0052196	FALSE
FBGN0036374	FALSE
FBGN0024996	FALSE
FBGN0287604	FALSE
FBGN0040208	FALSE
FBGN0038811	FALSE
FBGN0259824	FALSE
FBGN0267823	FALSE
FBGN0015602	FALSE
FBGN0266420	FALSE
FBGN0040285	FALSE
FBGN0031098	FALSE
FBGN0032447	FALSE
FBGN0024728	FALSE
FBGN0086558	FALSE
FBGN0030809	FALSE
FBGN0067629	FALSE
FBGN0039955	FALSE
FBGN0036926	FALSE
FBGN0262736	FALSE
FBGN0015925	FALSE
FBGN0266848	FALSE
FBGN0031252	FALSE
FBGN0031995	FALSE
FBGN0020660	FALSE
FBGN0038765	FALSE
FBGN0027338	FALSE
FBGN0026737	FALSE
FBGN0015829	FALSE
FBGN0037885	FALSE
FBGN0024689	FALSE
FBTI0061344	FALSE
FBTI0020255	FALSE
FBGN0026718	FALSE
FBGN0025720	FALSE
FBGN0037722	FALSE
FBGN0038268	FALSE
FBGN0027655	FALSE
FBGN0039223	FALSE
FBGN0036897	FALSE
FBGN0037202	FALSE
FBGN0085224	FALSE
FBGN0283657	FALSE
FBGN0030035	FALSE
FBGN0032955	FALSE
FBGN0003607	FALSE
FBGN0021750	FALSE
FBGN0287204	FALSE
FBGN0051717	FALSE
FBGN0026160	FALSE
FBGN0260857	FALSE
FBGN0037354	FALSE
FBGN0267698	FALSE
FBGN0038429	FALSE
FBGN0262732	FALSE
FBGN0035400	FALSE
FBGN0263607	FALSE
FBGN0033912	FALSE
FBGN0066292	FALSE
FBGN0033523	FALSE
FBGN0033846	FALSE
FBGN0040309	FALSE
FBGN0052528	FALSE
FBGN0051739	FALSE
FBGN0010213	FALSE
FBGN0034908	FALSE
FBGN0024230	FALSE
FBGN0034923	FALSE
FBGN0037279	FALSE
FBGN0005642	FALSE
FBGN0036188	FALSE
FBGN0004957	FALSE
FBGN0037973	FALSE
FBGN0260794	FALSE
FBTI0063232	FALSE
FBGN0260008	FALSE
FBGN0260935	FALSE
FBGN0003278	FALSE
FBGN0266929	FALSE
FBGN0026259	FALSE
FBGN0035401	FALSE
FBGN0030718	FALSE
FBGN0036999	FALSE
FBGN0051769	FALSE
FBGN0029568	FALSE
FBGN0265630	FALSE
FBGN0030334	FALSE
FBGN0052732	FALSE
FBGN0032149	FALSE
FBGN0019960	FALSE
FBGN0036240	FALSE
FBGN0050339	FALSE
FBGN0051219	FALSE
FBGN0035624	FALSE
FBGN0035311	FALSE
FBGN0029523	FALSE
FBGN0030593	FALSE
FBGN0036815	FALSE
FBGN0266599	FALSE
FBGN0085734	FALSE
FBGN0025469	FALSE
FBGN0266622	FALSE
FBGN0030890	FALSE
FBGN0023542	FALSE
FBGN0034008	FALSE
FBGN0266572	FALSE
FBGN0034662	FALSE
FBGN0039560	FALSE
FBGN0061492	FALSE
FBGN0036848	FALSE
FBGN0067864	FALSE
FBGN0033636	FALSE
FBGN0262570	FALSE
FBGN0040068	FALSE
FBGN0037443	FALSE
FBGN0041630	FALSE
FBGN0032083	FALSE
FBGN0039187	FALSE
FBGN0002431	FALSE
FBGN0267336	FALSE
FBGN0036428	FALSE
FBGN0040321	FALSE
FBGN0024804	FALSE
FBGN0035263	FALSE
FBGN0004852	FALSE
FBGN0036537	FALSE
FBGN0033949	FALSE
FBGN0033697	FALSE
FBGN0052554	FALSE
FBGN0032715	FALSE
FBGN0032702	FALSE
FBGN0039489	FALSE
FBGN0035445	FALSE
FBGN0016698	FALSE
FBGN0033085	FALSE
FBGN0025874	FALSE
FBGN0051716	FALSE
FBGN0266465	FALSE
FBGN0037881	FALSE
FBGN0261554	FALSE
FBGN0031904	FALSE
FBGN0033884	FALSE
FBGN0011020	FALSE
FBGN0051365	FALSE
FBGN0001133	FALSE
FBGN0027564	FALSE
FBGN0027556	FALSE
FBGN0032688	FALSE
FBGN0031774	FALSE
FBGN0034422	FALSE
FBGN0040754	FALSE
FBGN0267982	FALSE
FBGN0037637	FALSE
FBGN0003255	FALSE
FBGN0000723	FALSE
FBGN0037716	FALSE
FBGN0038621	FALSE
FBGN0023506	FALSE
FBGN0011737	FALSE
FBTI0060572	FALSE
FBTI0019968	FALSE
FBGN0265830	FALSE
FBGN0027509	FALSE
FBGN0033304	FALSE
FBGN0032910	FALSE
FBGN0035907	FALSE
FBGN0086446	FALSE
FBGN0034253	FALSE
FBGN0001234	FALSE
FBGN0032719	FALSE
FBGN0035520	FALSE
FBGN0002441	FALSE
FBGN0037344	FALSE
FBGN0040534	FALSE
FBGN0035976	FALSE
FBGN0036133	FALSE
FBGN0003977	FALSE
FBGN0052537	FALSE
FBGN0085478	FALSE
FBGN0041723	FALSE
FBGN0031534	FALSE
FBGN0032521	FALSE
FBGN0032123	FALSE
FBGN0041150	FALSE
FBGN0053645	FALSE
FBGN0031652	FALSE
FBGN0033457	FALSE
FBGN0003159	FALSE
FBGN0038680	FALSE
FBGN0041702	FALSE
FBGN0023530	FALSE
FBGN0026428	FALSE
FBGN0011481	FALSE
FBGN0036931	FALSE
FBGN0011227	FALSE
FBGN0003701	FALSE
FBGN0033476	FALSE
FBGN0037614	FALSE
FBGN0261636	FALSE
FBGN0036481	FALSE
FBGN0024945	FALSE
FBGN0037551	FALSE
FBGN0034380	FALSE
FBGN0038234	FALSE
FBGN0267428	FALSE
FBGN0005674	FALSE
FBGN0037537	FALSE
FBGN0039581	FALSE
FBGN0004237	FALSE
FBGN0038504	FALSE
FBGN0037117	FALSE
FBTI0020018	FALSE
FBGN0003149	FALSE
FBGN0036519	FALSE
FBGN0036273	FALSE
FBGN0040512	FALSE
RR48404_TRANSPOSABLE_ELEMENT	FALSE
FBGN0034402	FALSE
FBGN0250868	FALSE
FBGN0021872	FALSE
FBGN0034763	FALSE
FBGN0034411	FALSE
FBGN0261456	FALSE
FBGN0033853	FALSE
FBGN0030596	FALSE
FBGN0030137	FALSE
FBGN0027087	FALSE
FBGN0032445	FALSE
FBGN0051635	FALSE
FBGN0021874	FALSE
FBGN0031356	FALSE
FBGN0263993	FALSE
FBGN0040377	FALSE
FBGN0038585	FALSE
FBGN0043900	FALSE
FBGN0035965	FALSE
FBGN0042132	FALSE
FBGN0029657	FALSE
FBGN0028979	FALSE
FBGN0265255	FALSE
FBGN0261790	FALSE
FBGN0038889	FALSE
FBGN0264572	FALSE
FBGN0051648	FALSE
FBGN0038771	FALSE
RR48386_TRANSPOSABLE_ELEMENT	FALSE
FBGN0010226	FALSE
FBGN0031145	FALSE
FBGN0037630	FALSE
FBGN0287209	FALSE
FBGN0263231	FALSE
FBGN0035249	FALSE
FBGN0263998	FALSE
FBGN0034578	FALSE
FBGN0030350	FALSE
FBGN0031877	FALSE
FBGN0052088	FALSE
FBGN0033698	FALSE
FBGN0030208	FALSE
FBGN0036928	FALSE
FBGN0024364	FALSE
FBGN0033973	FALSE
FBGN0032907	FALSE
FBGN0083953	FALSE
FBGN0029662	FALSE
FBGN0035852	FALSE
FBGN0266083	FALSE
FBGN0033919	FALSE
FBGN0284249	FALSE
FBGN0016054	FALSE
FBGN0037332	FALSE
FBGN0033653	FALSE
FBGN0026255	FALSE
FBGN0034959	FALSE
FBGN0031513	FALSE
FBGN0016726	FALSE
FBGN0039911	FALSE
FBTI0019001	FALSE
FBGN0035977	FALSE
FBGN0263133	FALSE
FBGN0045862	FALSE
FBTI0018911	FALSE
FBGN0001324	FALSE
FBTI0018862	FALSE
FBGN0028292	FALSE
FBTI0020112	FALSE
FBGN0261791	FALSE
FBGN0263933	FALSE
FBGN0035713	FALSE
FBGN0037656	FALSE
FBGN0035890	FALSE
FBTI0063352	FALSE
FBGN0028695	FALSE
FBGN0034479	FALSE
FBGN0000037	FALSE
FBGN0019643	FALSE
FBGN0032633	FALSE
FBGN0037001	FALSE
FBGN0025725	FALSE
FBGN0031061	FALSE
FBGN0261793	FALSE
FBGN0025684	FALSE
FBGN0038395	FALSE
FBGN0015321	FALSE
FBGN0039993	FALSE
FBGN0050169	FALSE
FBGN0031257	FALSE
FBGN0010408	FALSE
FBGN0033027	FALSE
FBGN0032683	FALSE
FBGN0003483	FALSE
FBGN0266101	FALSE
FBGN0033982	FALSE
FBGN0029755	FALSE
FBGN0037698	FALSE
FBGN0046247	FALSE
FBGN0000094	FALSE
FBGN0038058	FALSE
FBGN0039160	FALSE
FBGN0259178	FALSE
FBGN0039563	FALSE
FBGN0036826	FALSE
FBGN0033669	FALSE
RR48406_TRANSPOSABLE_ELEMENT	FALSE
FBGN0027558	FALSE
FBGN0011604	FALSE
FBGN0011280	FALSE
FBGN0265629	FALSE
FBGN0030806	FALSE
FBTI0064200	FALSE
FBGN0031759	FALSE
FBGN0053526	FALSE
FBGN0053196	FALSE
FBGN0020445	FALSE
FBGN0003205	FALSE
FBGN0033028	FALSE
FBGN0027280	FALSE
FBGN0030239	FALSE
FBGN0053497	FALSE
FBGN0035751	FALSE
FBGN0024188	FALSE
FBGN0259682	FALSE
FBGN0034379	FALSE
FBGN0029925	FALSE
FBGN0039942	FALSE
FBGN0030615	FALSE
FBGN0040793	FALSE
FBGN0037027	FALSE
FBGN0003256	FALSE
FBGN0038277	FALSE
FBGN0038619	FALSE
FBTI0019720	FALSE
FBGN0019932	FALSE
FBTI0060664	FALSE
FBGN0029629	FALSE
FBGN0033480	FALSE
FBGN0263120	FALSE
FBGN0027794	FALSE
FBGN0037877	FALSE
FBGN0021768	FALSE
FBGN0035888	FALSE
FBGN0267473	FALSE
FBGN0002781	FALSE
FBGN0265351	FALSE
FBGN0039360	FALSE
FBGN0039697	FALSE
FBGN0003997	FALSE
FBGN0001104	FALSE
FBGN0024985	FALSE
FBGN0052702	FALSE
FBGN0031377	FALSE
FBGN0032981	FALSE
FBGN0261479	FALSE
FBGN0038037	FALSE
FBGN0036309	FALSE
FBGN0024194	FALSE
FBGN0034181	FALSE
FBGN0266316	FALSE
FBGN0032694	FALSE
FBGN0261373	FALSE
FBGN0004569	FALSE
FBGN0262890	FALSE
FBGN0053303	FALSE
FBTI0019445	FALSE
FBGN0051122	FALSE
FBGN0263236	FALSE
FBGN0039977	FALSE
FBGN0033240	FALSE
FBGN0041174	FALSE
FBGN0259112	FALSE
FBGN0033903	FALSE
FBGN0014455	FALSE
FBGN0031053	FALSE
FBGN0004656	FALSE
FBGN0031848	FALSE
FBGN0267668	FALSE
FBGN0052850	FALSE
FBGN0035383	FALSE
FBGN0033548	FALSE
FBGN0005596	FALSE
FBGN0033888	FALSE
FBGN0003277	FALSE
FBGN0001145	FALSE
FBGN0034191	FALSE
FBGN0038197	FALSE
FBGN0036159	FALSE
FBGN0023000	FALSE
FBGN0017578	FALSE
FBGN0030611	FALSE
FBGN0031834	FALSE
FBGN0003517	FALSE
FBGN0031975	FALSE
FBGN0051858	FALSE
FBGN0001990	FALSE
FBGN0038296	FALSE
FBGN0035827	FALSE
FBGN0052364	FALSE
FBGN0050291	FALSE
FBGN0038755	FALSE
FBGN0265598	FALSE
FBGN0015589	FALSE
FBGN0037439	FALSE
FBTI0019741	FALSE
FBGN0039504	FALSE
FBGN0037911	FALSE
FBGN0032474	FALSE
FBGN0085260	FALSE
FBGN0053461	FALSE
FBGN0030521	FALSE
FBGN0039726	FALSE
FBGN0038861	FALSE
FBGN0033469	FALSE
FBGN0267793	FALSE
FBGN0016641	FALSE
FBGN0030877	FALSE
FBGN0261436	FALSE
FBGN0040259	FALSE
FBTI0063937	FALSE
FBGN0035725	FALSE
FBGN0036141	FALSE
FBGN0034032	FALSE
FBGN0011286	FALSE
FBGN0028552	FALSE
FBGN0050184	FALSE
FBGN0052707	FALSE
FBGN0053172	FALSE
FBGN0263111	FALSE
FBGN0031875	FALSE
FBGN0004106	FALSE
FBGN0027950	FALSE
FBGN0030228	FALSE
FBGN0030345	FALSE
FBGN0085437	FALSE
FBGN0021760	FALSE
FBGN0032987	FALSE
FBGN0035499	FALSE
FBGN0035086	FALSE
FBGN0035593	FALSE
FBGN0264561	FALSE
FBGN0035904	FALSE
FBGN0265193	FALSE
FBGN0031074	FALSE
FBGN0039631	FALSE
FBGN0036271	FALSE
FBTI0061015	FALSE
FBGN0034537	FALSE
FBGN0035039	FALSE
FBGN0005619	FALSE
FBGN0029824	FALSE
FBGN0027499	FALSE
FBGN0038860	FALSE
FBGN0002183	FALSE
FBGN0031194	FALSE
FBGN0266408	FALSE
FBGN0035674	FALSE
FBGN0263240	FALSE
FBGN0034068	FALSE
FBGN0031099	FALSE
FBGN0029791	FALSE
FBGN0032020	FALSE
FBGN0011741	FALSE
FBGN0032321	FALSE
FBGN0037491	FALSE
FBGN0036648	FALSE
FBGN0036959	FALSE
FBGN0031708	FALSE
FBGN0038575	FALSE
FBGN0037492	FALSE
FBGN0037126	FALSE
FBGN0036735	FALSE
FBGN0029979	FALSE
FBGN0031191	FALSE
FBGN0039802	FALSE
FBGN0037225	FALSE
FBTI0019384	FALSE
FBGN0003415	FALSE
FBGN0035987	FALSE
FBGN0035157	FALSE
FBGN0036777	FALSE
FBGN0267913	FALSE
FBGN0013325	FALSE
FBGN0034817	FALSE
FBGN0029911	FALSE
FBGN0266019	FALSE
FBGN0031219	FALSE
FBGN0266223	FALSE
FBGN0032511	FALSE
FBGN0032781	FALSE
FBGN0037709	FALSE
FBGN0033755	FALSE
FBGN0031390	FALSE
FBGN0037883	FALSE
FBGN0039667	FALSE
FBGN0037892	FALSE
FBGN0263602	FALSE
FBGN0085488	FALSE
FBGN0033434	FALSE
FBGN0054003	FALSE
FBGN0031640	FALSE
FBGN0030508	FALSE
FBGN0037634	FALSE
FBGN0015268	FALSE
FBTI0060053	FALSE
FBGN0022960	FALSE
FBGN0262101	FALSE
FBGN0015247	FALSE
FBGN0030013	FALSE
FBGN0027554	FALSE
FBGN0038769	FALSE
FBGN0003268	FALSE
FBGN0002783	FALSE
FBGN0034707	FALSE
FBGN0265901	FALSE
FBGN0031851	FALSE
FBGN0037980	FALSE
FBGN0035082	FALSE
FBGN0085421	FALSE
FBGN0283652	FALSE
FBGN0028737	FALSE
FBGN0000536	FALSE
FBGN0032670	FALSE
FBGN0053207	FALSE
FBGN0036489	FALSE
FBGN0036509	FALSE
FBGN0030039	FALSE
FBGN0031142	FALSE
FBGN0030719	FALSE
FBGN0040344	FALSE
FBGN0250824	FALSE
FBGN0015296	FALSE
FBGN0050485	FALSE
FBGN0261787	FALSE
FBGN0000212	FALSE
FBGN0038760	FALSE
FBGN0052512	FALSE
FBGN0030625	FALSE
FBGN0031281	FALSE
FBGN0029929	FALSE
FBGN0030607	FALSE
FBGN0051075	FALSE
FBGN0037891	FALSE
FBGN0261850	FALSE
FBGN0002787	FALSE
FBGN0086909	FALSE
FBGN0267730	FALSE
FBGN0000276	FALSE
FBGN0029750	FALSE
FBGN0039150	FALSE
FBGN0260462	FALSE
FBGN0261086	FALSE
FBGN0037846	FALSE
FBGN0035980	FALSE
FBGN0033191	FALSE
FBGN0040658	FALSE
FBGN0025815	FALSE
FBGN0000250	FALSE
FBGN0032689	FALSE
FBGN0259735	FALSE
FBGN0016119	FALSE
FBGN0035989	FALSE
FBGN0266819	FALSE
FBGN0003942	FALSE
FBGN0024285	FALSE
FBGN0038248	FALSE
FBGN0053217	FALSE
FBGN0035983	FALSE
FBGN0014020	FALSE
FBGN0033210	FALSE
FBGN0004435	FALSE
FBGN0285917	FALSE
FBGN0052594	FALSE
FBGN0035612	FALSE
FBGN0037061	FALSE
FBGN0286788	FALSE
FBGN0285992	FALSE
FBGN0027296	FALSE
FBGN0262577	FALSE
FBGN0039350	FALSE
FBGN0263047	FALSE
FBGN0039227	FALSE
FBGN0264704	FALSE
FBGN0003071	FALSE
FBGN0265534	FALSE
FBGN0045980	FALSE
FBGN0002905	FALSE
FBGN0250907	FALSE
FBGN0062449	FALSE
FBGN0035513	FALSE
FBGN0010040	FALSE
FBGN0086472	FALSE
FBGN0037134	FALSE
FBGN0034893	FALSE
FBGN0264959	FALSE
FBGN0266284	FALSE
FBGN0032895	FALSE
FBGN0039638	FALSE
FBGN0034033	FALSE
FBGN0015034	FALSE
FBGN0260755	FALSE
FBGN0004380	FALSE
FBTI0019157	FALSE
FBGN0029756	FALSE
FBGN0037613	FALSE
FBGN0032906	FALSE
FBGN0025676	FALSE
FBGN0053054	FALSE
FBGN0000543	FALSE
FBGN0031224	FALSE
FBGN0032901	FALSE
FBGN0032642	FALSE
FBGN0086378	FALSE
FBGN0039269	FALSE
FBGN0035423	FALSE
FBGN0286037	FALSE
FBGN0034490	FALSE
FBGN0030479	FALSE
FBGN0267087	FALSE
FBGN0031057	FALSE
FBGN0031450	FALSE
FBGN0005672	FALSE
FBGN0035371	FALSE
FBGN0031470	FALSE
FBTI0020307	FALSE
FBGN0085412	FALSE
FBGN0035145	FALSE
FBGN0033876	FALSE
FBTI0061759	FALSE
FBGN0038421	FALSE
FBGN0035833	FALSE
FBGN0010411	FALSE
FBGN0028380	FALSE
FBGN0004406	FALSE
FBGN0285911	FALSE
FBGN0266258	FALSE
FBGN0031518	FALSE
FBGN0261885	FALSE
FBGN0052452	FALSE
FBTI0063912	FALSE
FBGN0037205	FALSE
FBGN0015075	FALSE
FBGN0034086	FALSE
FBGN0034921	FALSE
FBGN0033519	FALSE
FBGN0026015	FALSE
FBGN0286075	FALSE
FBGN0286567	FALSE
FBGN0033762	FALSE
FBTI0019381	FALSE
FBGN0259742	FALSE
FBGN0262560	FALSE
FBGN0030747	FALSE
FBGN0039896	FALSE
FBGN0262587	FALSE
FBGN0016970	FALSE
FBGN0039067	FALSE
FBGN0037405	FALSE
FBGN0038532	FALSE
FBGN0036760	FALSE
FBGN0016701	FALSE
FBGN0032204	FALSE
FBGN0263093	FALSE
FBGN0029508	FALSE
FBGN0039430	FALSE
FBGN0086605	FALSE
FBGN0002283	FALSE
FBGN0031282	FALSE
FBGN0036919	FALSE
FBGN0260798	FALSE
FBGN0041100	FALSE
FBGN0266744	FALSE
FBGN0030411	FALSE
FBGN0264855	FALSE
FBGN0000541	FALSE
FBGN0037371	FALSE
FBGN0038080	FALSE
FBGN0266356	FALSE
FBGN0013684	FALSE
FBGN0036153	FALSE
FBGN0010830	FALSE
FBGN0030671	FALSE
FBGN0037602	FALSE
FBGN0263351	FALSE
FBGN0263048	FALSE
FBGN0052227	FALSE
FBGN0015544	FALSE
FBGN0026722	FALSE
FBGN0027359	FALSE
FBGN0035480	FALSE
FBGN0032647	FALSE
FBGN0004875	FALSE
FBGN0035704	FALSE
FBGN0033556	FALSE
FBGN0285954	FALSE
FBGN0010422	FALSE
FBGN0263112	FALSE
FBGN0039233	FALSE
FBGN0002413	FALSE
FBGN0037076	FALSE
FBGN0033631	FALSE
FBGN0086904	FALSE
FBGN0267861	FALSE
FBGN0013983	FALSE
FBGN0032290	FALSE
FBGN0027617	FALSE
FBGN0036082	FALSE
FBGN0035760	FALSE
FBGN0033842	FALSE
FBGN0029907	FALSE
FBGN0030306	FALSE
FBGN0028932	FALSE
FBGN0010340	FALSE
FBGN0262315	FALSE
FBGN0014023	FALSE
FBGN0036662	FALSE
FBGN0013303	FALSE
FBGN0026702	FALSE
FBGN0083962	FALSE
FBGN0032656	FALSE
FBGN0005536	FALSE
FBGN0027615	FALSE
FBGN0000568	FALSE
FBGN0033401	FALSE
FBGN0034792	FALSE
FBGN0010287	FALSE
FBGN0030873	FALSE
FBGN0038055	FALSE
FBGN0011768	FALSE
FBGN0038461	FALSE
FBGN0039688	FALSE
FBGN0038662	FALSE
FBGN0039251	FALSE
FBGN0039303	FALSE
FBGN0036030	FALSE
FBGN0035477	FALSE
FBTI0020158	FALSE
FBGN0052190	FALSE
FBGN0027660	FALSE
FBGN0033348	FALSE
FBGN0034963	FALSE
FBGN0001222	FALSE
FBGN0022942	FALSE
FBGN0029712	FALSE
FBGN0267384	FALSE
FBGN0026575	FALSE
FBGN0030943	FALSE
FBGN0025627	FALSE
FBGN0030724	FALSE
FBGN0052549	FALSE
FBGN0030291	FALSE
FBGN0004915	FALSE
FBGN0032161	FALSE
FBGN0032135	FALSE
FBGN0004363	FALSE
FBGN0031495	FALSE
FBGN0031713	FALSE
FBGN0031813	FALSE
FBGN0016977	FALSE
